@relation training_data_20190313_including_non_bisulfite

@attribute pos1_A numeric
@attribute pos1_C numeric
@attribute pos1_T numeric
@attribute pos1_G numeric
@attribute pos2_A numeric
@attribute pos2_C numeric
@attribute pos2_T numeric
@attribute pos2_G numeric
@attribute pos3_A numeric
@attribute pos3_C numeric
@attribute pos3_T numeric
@attribute pos3_G numeric
@attribute pos4_A numeric
@attribute pos4_C numeric
@attribute pos4_T numeric
@attribute pos4_G numeric
@attribute pos8_A numeric
@attribute pos8_C numeric
@attribute pos8_T numeric
@attribute pos8_G numeric
@attribute pos9_A numeric
@attribute pos9_C numeric
@attribute pos9_T numeric
@attribute pos9_G numeric
@attribute pos10_A numeric
@attribute pos10_C numeric
@attribute pos10_T numeric
@attribute pos10_G numeric
@attribute pos11_A numeric
@attribute pos11_C numeric
@attribute pos11_T numeric
@attribute pos11_G numeric
@attribute pos12_A numeric
@attribute pos12_C numeric
@attribute pos12_T numeric
@attribute pos12_G numeric
@attribute pos20_A numeric
@attribute pos20_C numeric
@attribute pos20_T numeric
@attribute pos20_G numeric
@attribute pos30_A numeric
@attribute pos30_C numeric
@attribute pos30_T numeric
@attribute pos30_G numeric
@attribute method {Swift,6N_PBAT,6N_sc,9N_sc,WGBS,RRBS,scNOME,UMI_RRBS,9N_PBAT,Amplicon,NOMEseq,Truseq,RNA,ChIP,ATAC,WGS}

@data
26,30,19,22,29,31,20,18,27,33,20,18,29,31,18,20,38,17,33,10,47,19,21,10,36,30,22,10,47,22,20,10,33,30,22,13,33,18,36,10,35,22,27,14,9N_sc
15,0,37,46,31,0,38,30,31,0,42,26,13,0,56,30,28,0,37,34,19,0,50,29,30,0,33,35,39,0,37,22,24,0,47,27,49,0,43,7,21,0,61,16,Amplicon
25,20,27,25,28,19,25,26,29,20,24,25,34,17,21,26,30,18,21,29,1,95,2,0,96,1,0,1,1,0,1,96,1,0,96,1,21,1,57,18,22,3,56,17,RRBS
33,6,42,16,33,3,39,23,33,3,38,23,32,3,40,23,31,3,43,21,30,3,43,22,31,3,41,22,31,3,41,22,32,3,41,22,31,3,42,22,31,3,42,22,NOMEseq
22,30,18,27,24,32,21,21,21,35,20,22,22,33,17,26,27,15,46,10,53,20,14,11,26,47,14,11,51,24,12,11,19,47,14,18,22,18,44,14,29,24,20,24,9N_sc
41,24,26,7,42,22,28,5,45,25,25,4,46,21,27,4,41,30,24,3,34,33,27,3,52,19,24,2,52,19,25,2,50,19,26,2,47,21,28,2,46,21,29,2,9N_PBAT
25,29,23,20,27,31,23,17,26,32,22,17,29,29,20,20,41,17,30,10,46,19,24,10,41,24,23,10,45,20,23,10,38,24,25,11,36,19,33,10,37,21,29,11,scNOME
13,0,32,53,35,0,26,37,32,0,35,32,36,0,30,32,32,0,35,31,26,0,51,21,18,0,41,39,40,0,36,22,32,0,34,33,23,0,40,36,13,0,63,22,Amplicon
21,28,13,36,26,29,15,29,20,33,12,33,16,31,10,40,34,16,37,12,44,22,16,15,28,37,16,16,39,28,15,16,22,36,22,18,27,18,40,13,25,26,26,20,scNOME
32,1,47,16,34,0,44,20,33,0,45,20,32,0,46,20,32,0,46,20,32,0,46,19,32,0,46,20,32,0,46,19,32,0,46,19,32,0,47,19,31,0,47,19,WGBS
0,54,43,1,0,0,0,97,0,0,1,97,29,1,20,48,16,1,54,27,24,1,47,25,18,0,39,40,17,2,43,36,26,0,42,29,27,0,45,25,19,0,52,26,RRBS
0,47,49,2,0,0,1,97,0,0,2,96,34,1,23,40,19,2,47,29,22,1,44,31,20,0,45,32,19,2,44,32,19,1,46,32,21,2,46,28,22,4,41,30,RRBS
9,47,33,8,10,7,9,72,9,7,9,71,21,8,30,38,19,8,45,25,26,8,40,24,22,8,35,33,19,9,39,30,28,7,36,26,28,8,39,23,22,7,43,25,RRBS
39,1,40,19,37,0,40,20,35,0,43,20,35,0,43,20,35,0,43,19,35,0,43,19,35,0,43,19,35,0,43,19,35,0,43,19,35,0,44,19,34,0,44,20,WGBS
22,31,18,27,23,32,21,22,21,35,19,23,22,32,18,27,25,15,46,12,52,20,12,13,24,48,13,13,50,24,11,13,17,48,13,20,20,17,46,15,26,27,21,24,9N_sc
20,30,19,29,22,29,21,26,23,31,19,25,23,29,19,26,32,15,36,14,44,21,19,14,30,32,20,16,42,23,19,13,25,32,22,19,27,17,39,15,30,21,26,21,6N_sc
5,69,20,3,5,3,5,85,5,4,5,85,21,5,31,41,19,5,49,24,29,5,42,22,25,4,37,32,21,6,41,29,30,4,37,26,31,4,40,21,22,4,46,24,RRBS
0,0,0,0,0,0,6,92,1,0,3,94,0,0,0,0,17,1,53,26,24,1,46,26,18,1,40,39,18,1,45,33,25,1,43,29,26,0,47,24,19,0,52,25,RRBS
3,76,18,2,3,2,3,90,3,2,3,91,20,3,32,43,17,4,51,26,29,3,44,22,25,3,37,33,20,6,41,31,31,3,38,27,33,3,42,20,22,3,48,25,RRBS
25,20,27,25,28,20,25,26,29,20,24,25,33,18,22,26,30,17,21,29,1,95,1,0,96,0,0,1,1,0,1,96,1,0,96,1,22,1,55,19,23,4,54,18,RRBS
17,0,38,44,33,0,35,31,35,0,42,21,11,0,56,32,32,0,34,33,20,0,53,26,33,0,31,35,38,0,36,24,26,0,48,25,40,0,51,8,18,0,66,14,Amplicon
25,21,27,25,28,20,25,26,29,20,24,25,34,18,21,26,30,18,21,29,1,95,1,0,96,0,0,1,1,0,1,96,1,0,96,1,22,1,55,20,23,4,54,18,RRBS
2,73,20,2,3,2,2,91,2,2,2,91,20,3,29,46,17,4,53,25,28,3,44,23,23,3,38,34,20,5,43,30,29,3,39,27,31,3,43,21,21,3,49,24,RRBS
26,31,18,23,29,31,20,18,26,34,20,18,29,30,18,21,36,17,35,10,49,20,20,10,35,34,20,10,48,23,18,10,31,34,20,13,31,19,37,10,34,24,25,15,9N_sc
37,1,44,16,38,0,41,19,37,0,41,19,35,0,43,20,36,0,42,19,36,0,43,19,36,0,42,19,36,0,42,19,36,0,42,19,36,0,43,19,35,0,43,19,WGBS
16,0,31,52,33,0,28,38,31,0,37,30,32,0,35,31,29,0,36,33,27,0,50,22,19,0,38,42,39,0,38,22,29,0,35,34,25,0,44,29,20,1,52,26,Amplicon
16,0,35,48,35,0,25,39,30,0,32,36,27,0,36,35,28,0,38,33,28,0,47,23,21,0,37,40,41,0,39,19,31,0,36,31,27,0,44,27,17,1,55,25,Amplicon
0,79,19,0,0,0,0,98,0,0,0,98,19,1,35,43,16,2,54,26,26,1,47,23,25,1,39,33,18,5,42,33,28,1,40,29,30,1,45,22,22,1,49,27,RRBS
20,29,19,30,21,30,20,27,20,32,19,27,22,29,19,28,29,15,39,15,45,20,17,16,28,36,18,16,44,23,17,14,22,36,19,21,25,18,39,17,29,22,24,24,6N_sc
25,21,27,25,28,20,25,26,29,20,24,25,34,18,21,25,30,18,21,29,1,95,1,0,96,0,0,1,1,0,1,96,1,0,96,1,21,1,57,19,22,3,55,17,RRBS
24,31,18,25,26,32,20,20,24,35,19,20,25,32,18,23,30,16,41,10,51,21,16,10,29,41,16,11,50,24,14,10,24,41,17,15,25,19,44,11,30,26,25,18,9N_sc
17,34,18,29,18,31,24,25,21,33,18,25,19,33,18,28,26,15,44,13,48,25,11,13,23,46,12,18,46,29,11,13,14,46,16,22,17,17,49,15,25,26,22,26,6N_sc
18,0,35,46,29,0,27,42,19,0,37,42,22,0,44,33,25,0,38,36,28,0,50,21,23,0,37,39,40,0,42,17,26,0,42,31,30,0,50,18,19,1,57,22,Amplicon
30,6,40,22,32,4,40,23,31,4,41,23,30,4,40,24,31,3,42,22,30,3,42,23,31,3,41,23,31,3,41,23,31,3,42,23,30,3,42,22,30,3,43,23,NOMEseq
19,32,18,30,20,30,22,26,22,32,18,25,21,31,19,27,28,16,40,14,46,23,15,15,26,39,16,17,44,27,15,13,19,39,18,21,22,18,42,16,27,24,23,24,6N_sc
15,0,32,51,32,0,26,40,31,0,36,32,34,0,32,32,29,0,37,32,25,0,51,22,19,0,39,41,39,0,38,22,30,0,38,31,32,0,40,27,16,1,53,29,Amplicon
30,6,40,22,32,4,39,23,31,4,40,23,31,4,39,25,31,3,41,23,30,3,41,23,31,3,40,23,31,3,40,24,31,3,40,24,30,3,41,23,30,3,41,23,NOMEseq
0,14,81,2,0,0,0,0,0,0,5,94,27,0,34,38,20,1,47,29,19,4,41,34,23,0,39,36,20,1,39,37,21,0,39,38,25,0,36,37,26,1,39,32,RRBS
37,24,26,11,39,23,28,8,41,25,25,6,41,22,28,7,37,30,24,7,32,32,27,7,47,19,24,8,47,19,25,7,45,19,27,6,43,21,27,7,42,22,27,6,9N_PBAT
39,10,30,18,30,5,31,32,28,3,30,37,28,3,30,37,30,3,41,24,34,1,38,25,33,1,37,27,34,1,36,26,31,1,37,28,28,1,43,25,28,2,43,25,Truseq
25,20,27,26,28,19,25,26,29,20,24,25,34,17,21,26,30,18,21,29,1,95,1,0,96,0,0,1,1,0,1,97,1,0,96,1,22,1,56,19,22,4,54,17,RRBS
23,31,18,26,24,33,21,20,22,35,19,22,24,31,17,26,28,15,43,12,51,20,14,13,27,44,14,12,49,23,14,12,21,44,16,18,23,17,43,14,29,25,21,22,9N_sc
4,69,22,2,4,2,4,88,4,3,4,88,20,4,33,42,17,5,51,25,27,4,45,22,25,4,37,32,19,7,40,31,28,4,38,27,30,4,43,21,22,4,47,24,RRBS
0,54,42,1,0,0,3,95,0,0,4,94,28,1,21,47,16,1,54,26,27,1,45,25,20,0,38,39,18,2,45,32,28,1,41,27,30,0,43,23,19,1,52,25,RRBS
30,6,40,21,33,4,38,23,32,4,39,23,31,4,39,24,32,4,41,22,31,4,41,23,32,4,40,23,31,4,40,23,31,4,40,22,31,4,41,22,31,3,41,23,NOMEseq
41,24,25,8,43,22,28,5,45,25,24,4,47,20,27,4,41,30,23,3,34,34,26,3,52,20,24,2,52,18,25,2,51,19,26,2,47,21,28,2,46,21,29,2,9N_PBAT
2,0,18,79,90,0,4,5,2,0,61,35,58,0,24,17,16,0,78,4,4,0,20,75,3,0,18,77,22,0,19,58,3,0,27,69,7,0,38,53,4,1,79,14,Amplicon
27,43,8,19,31,49,10,9,28,48,9,13,30,44,9,14,50,25,21,1,51,24,22,1,53,23,21,1,50,26,21,1,49,26,22,1,49,25,23,2,46,26,24,2,6N_PBAT
22,27,13,36,25,29,15,29,21,30,13,33,18,30,11,38,35,14,36,13,43,19,21,14,32,31,20,16,41,23,20,15,27,30,24,17,28,17,40,13,30,21,28,19,scNOME
16,0,40,43,35,0,25,38,43,0,38,17,10,0,48,40,38,0,33,27,13,0,62,23,41,0,17,41,45,0,32,22,30,0,47,22,43,0,48,8,13,0,70,15,Amplicon
33,6,42,17,33,3,38,23,34,3,38,23,32,4,40,23,31,3,43,21,31,3,42,22,31,3,41,22,31,3,41,22,31,3,41,22,31,3,41,22,31,3,41,22,NOMEseq
32,1,48,17,33,1,44,20,32,0,46,20,31,0,46,20,32,0,45,20,31,0,47,20,32,0,46,20,31,0,46,20,32,0,46,20,31,0,47,20,31,0,46,20,WGBS
20,29,19,30,22,30,20,27,21,31,19,27,23,28,19,28,31,15,38,15,45,19,18,16,29,35,18,16,44,23,17,14,24,35,19,20,26,18,38,17,30,21,24,23,6N_sc
3,72,21,2,3,2,3,90,3,2,3,90,20,3,30,45,16,4,53,25,27,3,46,22,24,3,37,34,19,6,42,31,30,3,39,27,30,3,44,21,21,3,50,24,RRBS
17,34,17,29,18,32,23,25,21,34,19,25,18,33,18,28,25,15,46,13,49,25,10,13,22,48,11,17,46,29,10,12,12,48,15,22,15,17,50,15,23,27,22,26,6N_sc
23,26,13,35,27,29,14,28,23,30,13,32,21,30,11,36,39,15,32,13,42,18,24,14,36,24,24,14,40,20,24,14,33,24,27,15,33,17,35,12,33,19,30,15,scNOME
24,31,18,25,26,32,20,19,24,35,19,19,26,32,17,22,32,16,40,10,50,20,17,10,31,39,17,11,49,24,15,10,26,39,18,15,26,19,42,11,31,25,25,17,9N_sc
5,71,19,3,5,3,5,85,5,4,5,85,21,5,33,40,19,5,48,25,28,5,42,23,25,5,38,30,22,6,41,29,29,5,38,26,30,5,42,21,23,5,45,25,RRBS
15,0,41,43,34,0,34,30,32,0,41,25,14,0,54,30,33,0,33,33,17,0,52,29,31,0,28,40,40,0,35,23,25,0,49,25,43,0,47,8,15,0,62,20,Amplicon
30,6,41,20,33,4,38,22,33,4,39,23,31,4,39,24,32,4,41,22,31,4,41,22,32,3,40,23,31,3,40,23,31,4,40,23,31,4,41,22,31,3,41,23,NOMEseq
16,33,17,32,17,32,22,27,18,35,18,27,17,32,18,31,23,14,47,14,50,23,9,16,21,49,10,18,47,28,9,14,11,49,13,25,17,17,45,19,23,26,18,31,6N_sc
25,20,27,26,28,19,26,26,29,20,24,25,34,17,21,26,31,18,21,29,1,95,1,0,96,0,0,1,1,0,1,96,1,0,96,1,22,1,55,20,23,4,53,18,RRBS
25,20,27,25,28,19,25,26,29,20,24,25,33,17,21,26,31,18,21,29,1,95,1,0,96,0,0,1,1,0,1,96,1,0,96,1,22,1,55,20,23,4,53,18,RRBS
15,0,34,49,36,0,27,35,36,0,36,27,39,0,27,33,30,0,31,38,28,0,47,23,19,0,39,41,35,0,38,25,29,0,39,30,33,0,35,30,15,2,60,21,Amplicon
23,31,17,28,24,31,20,22,23,35,19,22,24,32,17,26,27,17,42,12,50,22,14,12,26,45,14,12,48,26,12,12,20,45,15,18,21,20,45,13,26,28,23,21,9N_sc
21,29,13,35,25,29,15,29,19,33,12,34,14,33,10,41,32,14,41,11,47,24,13,14,25,45,12,16,41,30,12,15,16,42,20,19,23,17,46,12,21,28,26,22,scNOME
39,10,29,19,29,5,29,35,26,3,29,41,26,2,30,40,29,1,43,24,33,1,39,26,33,1,37,27,32,1,37,28,31,1,38,29,27,1,44,26,27,1,45,25,Truseq
17,34,17,30,18,32,23,25,21,34,18,25,19,33,18,29,26,15,44,13,49,25,10,15,22,47,11,18,46,29,10,13,13,48,15,22,18,17,48,15,24,27,21,26,6N_sc
26,6,33,33,41,4,32,22,27,4,46,22,27,17,32,22,41,3,32,22,27,4,33,34,41,3,32,21,27,3,32,36,27,17,33,22,27,16,33,21,27,2,33,35,NOMEseq
24,31,18,25,26,32,20,20,24,35,19,20,25,32,17,23,32,17,39,11,49,20,17,11,31,39,17,11,47,24,16,11,25,39,18,15,26,19,41,12,30,25,24,18,9N_sc
25,29,23,21,27,31,22,18,25,32,22,18,29,29,20,21,41,18,29,10,45,19,23,11,40,24,23,11,44,20,23,10,38,25,24,12,37,19,32,11,37,21,28,12,scNOME
2,76,19,1,2,1,2,93,2,1,2,93,20,3,33,43,17,3,52,26,28,2,45,22,25,2,39,32,20,4,43,31,30,2,39,27,32,2,44,20,22,2,48,25,RRBS
0,50,45,1,1,1,2,94,1,1,1,94,27,3,29,40,23,7,36,32,21,4,36,37,24,2,38,34,19,5,37,36,19,3,41,35,23,4,37,34,21,3,39,35,RRBS
13,0,39,46,35,0,33,30,31,0,40,28,16,0,53,29,34,0,35,30,20,0,49,30,34,0,27,38,41,0,37,20,26,0,50,22,44,0,46,8,18,0,64,16,Amplicon
42,1,38,17,38,1,40,19,34,0,40,24,34,0,41,22,33,1,42,21,33,1,44,20,32,1,45,20,32,1,46,20,31,1,46,20,31,1,46,20,31,1,47,19,Swift
25,30,23,20,27,31,22,18,25,33,22,17,29,29,19,21,41,17,31,10,46,18,23,11,41,24,22,11,46,20,22,9,39,25,23,11,36,18,32,11,37,20,30,11,scNOME
0,55,42,1,0,0,0,98,0,0,1,97,27,1,20,49,16,1,55,25,26,1,46,25,18,0,39,41,18,1,45,33,27,0,42,29,27,0,46,24,18,0,54,25,RRBS
41,2,39,16,37,0,41,20,32,0,41,25,33,0,43,22,32,1,43,22,32,1,45,20,31,1,45,21,30,1,47,20,30,1,47,20,30,0,47,20,30,0,48,19,Swift
29,42,8,17,33,48,10,7,30,47,9,12,34,42,9,12,54,22,22,1,53,22,22,0,55,21,22,1,53,22,23,0,52,22,23,1,51,22,24,1,49,23,25,1,6N_PBAT
17,33,17,30,19,31,23,25,21,33,18,25,19,32,18,29,27,15,43,13,48,24,11,15,23,45,13,17,45,28,12,13,15,46,17,21,19,17,47,15,25,26,22,25,6N_sc
17,33,18,30,19,31,22,26,20,33,19,26,19,31,18,29,27,15,43,14,47,24,12,15,24,44,13,17,44,28,12,14,15,43,17,22,19,17,45,16,25,25,22,26,6N_sc
1,47,47,2,2,1,2,93,2,2,2,93,26,3,30,39,22,7,37,32,20,4,38,36,23,2,38,34,18,5,38,36,19,3,41,35,22,4,38,34,21,3,39,35,RRBS
20,0,42,37,27,0,36,36,14,0,47,38,24,0,42,32,25,0,45,29,24,0,59,16,21,0,37,41,26,0,45,28,28,0,41,30,26,0,45,27,26,2,38,32,Amplicon
17,0,42,40,32,0,38,29,34,0,44,21,11,0,59,29,30,0,34,34,18,0,51,30,32,0,31,35,38,0,35,26,25,0,46,27,41,0,50,8,19,0,59,19,Amplicon
26,30,19,23,29,31,20,18,27,33,20,18,30,30,18,20,38,17,32,10,47,19,22,10,37,29,22,10,46,22,20,10,34,29,23,12,33,19,35,10,36,22,27,13,9N_sc
23,31,18,26,25,32,20,21,23,35,19,21,24,32,17,25,28,16,43,11,51,20,15,11,27,44,15,12,49,24,13,12,22,44,16,17,22,19,45,13,28,26,23,20,9N_sc
23,26,13,36,26,29,14,29,22,30,13,33,20,29,11,37,37,14,33,14,42,17,25,14,35,24,24,15,40,20,24,14,31,24,27,16,32,17,37,13,32,19,31,16,scNOME
42,1,38,17,38,0,41,19,33,0,40,24,34,0,42,22,33,2,42,22,33,1,44,20,32,1,45,20,31,1,46,20,30,1,47,20,30,1,47,20,30,1,48,19,Swift
39,10,31,18,30,5,32,32,28,3,30,38,27,3,31,37,29,3,42,24,33,1,38,25,33,1,37,27,34,1,37,27,31,1,38,28,28,1,43,26,27,1,43,26,Truseq
2,75,20,1,2,1,2,93,2,1,2,93,20,3,30,45,16,3,54,25,27,2,47,22,24,2,38,33,19,5,42,32,29,2,40,27,30,2,45,21,21,2,50,25,RRBS
16,0,31,51,35,0,25,38,33,0,34,32,31,0,35,32,27,0,40,32,30,0,44,24,19,0,36,44,43,0,35,20,31,0,36,32,27,0,43,27,18,2,63,16,Amplicon
4,71,20,2,4,2,3,88,4,3,4,88,20,4,30,43,17,5,51,24,28,4,43,22,24,4,37,33,20,7,41,30,29,4,38,26,31,4,42,21,22,4,48,23,RRBS
38,1,42,17,38,0,40,19,37,0,41,20,36,0,42,20,37,0,41,19,37,0,42,19,37,0,41,19,37,0,41,19,37,0,41,19,36,0,42,19,36,0,42,20,WGBS
31,7,41,19,33,4,38,24,33,4,38,24,32,4,38,24,31,3,42,22,31,3,42,22,31,3,41,23,32,3,40,23,32,3,40,23,31,3,41,23,31,3,42,22,NOMEseq
17,0,38,44,31,0,35,32,28,0,42,28,12,0,57,30,29,0,37,33,21,0,48,29,30,0,33,35,41,0,34,23,26,0,43,29,34,0,53,12,21,0,60,17,Amplicon
32,6,41,19,33,4,37,24,32,4,38,24,31,4,39,24,32,3,41,22,31,3,41,23,31,3,41,23,31,3,40,23,31,3,41,23,31,3,41,23,31,3,41,23,NOMEseq
41,24,25,8,43,22,28,5,45,25,24,4,47,20,27,4,41,31,24,3,34,34,27,3,52,20,24,2,52,18,25,2,51,19,26,2,47,21,28,2,46,21,29,2,9N_PBAT
18,33,18,30,19,31,23,26,21,33,19,26,19,32,18,28,26,15,43,13,47,24,12,14,23,44,13,17,45,28,12,13,15,44,17,22,18,18,47,16,25,25,22,26,6N_sc
25,20,27,25,28,19,25,26,29,20,24,25,34,17,21,26,30,18,21,29,1,96,1,0,96,0,0,1,1,0,1,97,1,0,96,1,22,1,55,19,23,3,54,18,RRBS
0,49,48,1,0,0,0,98,0,0,1,97,35,1,22,39,19,2,48,28,22,1,44,30,21,0,45,31,20,2,45,31,21,1,46,30,22,1,47,28,22,3,44,29,RRBS
25,30,18,25,26,31,20,21,25,33,20,21,26,31,18,23,32,17,38,11,48,20,19,12,31,36,19,12,46,23,17,11,27,36,20,15,27,19,40,12,30,25,26,17,9N_sc
1,0,11,87,96,0,1,1,1,0,56,42,55,0,33,10,10,0,87,1,1,0,11,86,1,0,11,87,32,0,12,54,1,0,19,78,3,0,63,32,32,2,54,11,Amplicon
14,0,32,52,32,0,28,39,28,0,39,32,30,0,36,33,28,0,39,31,27,0,49,22,20,0,36,43,40,0,37,22,28,0,39,32,23,0,43,32,19,1,58,20,Amplicon
28,42,8,19,32,49,10,7,29,48,10,12,33,42,10,13,53,23,21,1,53,23,22,0,54,22,21,1,52,24,22,0,51,24,22,1,50,23,23,1,48,25,25,1,6N_PBAT
25,6,35,32,39,4,34,21,26,4,48,20,26,17,34,22,39,3,35,20,26,3,36,33,39,3,35,21,26,3,35,34,26,16,35,21,26,16,36,20,26,3,36,33,NOMEseq
17,0,42,40,35,0,36,28,33,0,42,23,11,0,57,30,32,0,32,35,17,0,50,32,32,0,32,35,38,0,36,25,25,0,47,26,41,0,50,7,24,0,58,17,Amplicon
40,10,30,17,31,5,31,31,29,4,29,36,28,4,31,36,29,5,40,23,34,2,38,25,34,2,36,26,36,1,35,25,32,2,36,28,29,2,40,27,29,2,40,27,Truseq
41,24,26,8,42,22,29,5,45,24,25,4,46,20,28,4,40,30,25,3,34,33,28,4,51,19,25,3,51,18,26,3,50,18,27,3,46,20,29,2,45,20,30,2,9N_PBAT
18,32,18,30,19,31,22,26,21,33,18,26,19,32,18,28,25,15,45,13,48,24,12,14,23,46,13,17,47,28,11,12,15,45,15,22,18,18,47,15,24,26,22,26,6N_sc
21,25,20,33,23,26,20,30,21,43,19,15,24,24,17,33,33,14,27,24,40,15,19,24,34,22,18,24,39,17,18,23,44,22,20,12,30,18,29,22,31,18,35,14,scNOME
0,14,83,0,0,0,0,0,0,0,0,0,27,0,32,39,21,1,50,27,20,2,45,31,23,0,41,34,20,1,42,34,23,0,41,35,26,0,38,34,24,0,43,31,RRBS
23,31,17,26,24,32,21,21,23,35,19,21,23,33,18,25,26,15,46,11,52,21,14,11,26,46,14,12,50,25,12,11,19,46,15,17,20,17,48,12,27,27,24,21,9N_sc
27,30,19,22,29,31,20,18,27,33,19,18,30,30,19,20,38,16,34,10,48,19,21,10,37,30,21,10,47,21,20,10,34,30,22,12,33,19,36,10,35,22,27,13,9N_sc
20,31,19,28,21,30,22,25,23,32,19,25,23,30,19,26,32,15,38,13,46,21,18,13,30,35,18,15,44,24,17,12,24,35,21,18,25,17,42,14,29,22,26,21,6N_sc
14,0,36,48,37,0,25,37,32,0,34,33,33,0,33,32,26,0,36,36,29,0,47,22,18,0,39,42,42,0,36,20,31,0,37,30,32,0,38,28,17,8,49,24,Amplicon
39,1,40,18,39,0,39,20,37,1,40,20,36,1,41,21,37,0,41,20,37,1,41,20,37,0,40,20,37,0,40,20,37,0,41,20,37,0,41,20,36,0,41,20,WGBS
22,26,14,36,26,28,14,30,22,30,13,33,19,30,11,39,36,15,34,14,42,19,22,15,32,28,22,16,39,22,21,15,28,28,25,17,30,17,38,14,30,21,29,18,scNOME
37,1,43,16,38,0,40,19,37,0,41,19,36,0,42,20,37,0,41,19,36,0,42,19,37,0,41,20,37,0,41,20,37,0,41,20,36,0,42,20,36,0,42,20,WGBS
39,11,30,18,30,6,30,32,28,4,29,36,28,4,31,36,29,5,40,24,34,2,38,25,33,2,36,27,35,2,35,26,31,2,36,29,28,3,41,26,28,3,40,27,Truseq
41,23,26,7,44,21,29,5,46,24,26,3,47,20,28,4,41,29,25,2,35,32,28,3,53,18,26,2,53,16,27,2,52,17,27,2,47,19,30,1,48,18,31,1,9N_PBAT
25,20,27,25,28,19,26,26,29,20,24,25,34,18,21,26,30,18,21,29,1,96,1,0,96,0,0,1,1,0,1,97,1,0,96,1,22,1,56,19,23,3,54,18,RRBS
5,69,20,3,5,3,5,85,5,4,5,85,20,5,31,42,18,5,50,25,28,5,43,22,26,4,36,32,20,8,40,30,29,4,37,27,32,4,40,21,22,4,46,25,RRBS
3,74,18,2,3,2,3,91,3,2,3,90,20,3,30,45,16,3,54,25,29,3,45,21,25,3,36,34,19,7,41,31,30,3,38,27,32,3,43,20,21,3,50,24,RRBS
24,31,18,25,27,33,19,19,25,34,19,20,27,32,16,23,35,18,34,11,48,20,17,12,32,37,17,12,47,24,16,11,29,36,18,15,29,21,35,13,33,24,23,18,9N_sc
3,0,16,79,87,0,6,6,3,0,56,40,51,0,32,15,13,0,80,6,4,0,18,76,4,0,17,78,30,0,16,52,4,0,21,74,6,0,42,50,5,0,79,13,Amplicon
24,31,17,26,25,33,20,20,23,35,19,20,25,32,18,24,28,16,43,10,52,21,15,10,28,45,14,11,50,25,13,10,21,45,15,16,22,19,46,11,27,28,24,19,9N_sc
40,24,26,8,42,22,29,5,44,24,26,4,45,20,28,4,40,30,25,3,34,33,27,4,51,19,25,3,52,18,25,3,50,18,27,3,46,21,29,3,46,20,30,2,9N_PBAT
37,1,43,17,38,0,40,20,37,0,41,20,35,0,42,20,37,0,42,19,36,0,42,19,36,0,42,20,36,0,42,20,36,0,42,19,36,0,42,19,36,0,43,19,WGBS
17,33,18,30,18,31,23,26,20,34,18,26,19,32,18,29,26,15,43,13,48,24,12,15,23,45,12,17,45,28,11,13,15,44,16,23,19,17,46,16,25,26,21,27,6N_sc
25,20,27,25,27,19,26,26,29,20,24,25,33,18,21,26,31,18,21,29,1,95,1,0,96,0,0,1,1,0,1,97,1,0,96,1,22,1,55,20,22,4,54,18,RRBS
27,5,38,29,38,3,37,20,28,3,47,20,27,13,37,21,38,3,37,20,28,3,38,30,38,3,37,20,28,3,37,30,28,13,38,20,27,13,38,20,27,2,38,30,NOMEseq
39,11,31,17,30,5,31,32,28,3,30,37,27,3,31,37,30,2,41,25,34,1,38,25,33,1,37,26,33,2,36,27,31,1,36,29,28,2,42,25,28,2,43,25,Truseq
18,25,11,45,19,25,35,19,22,28,28,20,16,33,34,15,33,20,19,26,16,37,21,24,27,22,32,18,22,21,20,35,25,23,28,21,27,22,26,23,26,23,26,23,ATAC
21,25,12,39,22,24,36,17,23,27,30,18,17,31,36,14,36,17,21,24,16,36,22,24,28,20,34,16,23,20,22,34,26,22,29,21,28,21,28,21,27,23,27,21,ATAC
20,26,13,39,20,26,34,18,22,28,30,18,16,32,35,14,34,19,20,25,15,38,22,24,27,21,33,17,23,20,21,34,26,24,28,20,27,22,27,22,27,22,27,22,ATAC
21,25,11,41,21,24,35,18,22,27,29,20,17,32,35,14,35,18,21,25,16,36,22,25,28,20,33,16,22,20,21,35,26,22,29,21,27,22,27,22,26,23,27,22,ATAC
20,27,12,39,19,26,36,17,21,29,29,18,16,33,36,13,34,19,20,25,15,38,21,23,27,22,32,17,23,20,21,34,26,23,28,20,27,22,27,22,27,23,27,21,ATAC
20,26,12,40,21,25,35,17,22,28,29,19,17,32,35,14,34,18,21,25,15,37,21,25,28,21,33,16,22,21,21,35,26,23,29,21,27,22,27,22,26,23,26,22,ATAC
19,28,11,40,18,27,35,18,21,31,28,18,15,33,36,14,33,20,19,26,15,39,21,24,26,23,32,17,23,21,21,34,26,24,27,21,27,22,27,22,27,23,26,22,ATAC
28,19,33,19,23,0,33,42,28,23,33,14,33,19,19,28,33,23,28,14,14,4,52,28,19,33,23,23,19,23,23,33,33,33,19,14,14,28,33,23,33,14,28,23,ATAC
19,26,11,41,21,24,35,17,22,28,29,20,17,33,34,14,35,18,21,25,15,37,21,25,28,20,35,16,21,21,21,35,25,22,29,21,26,22,27,23,26,23,26,23,ATAC
